,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,id_mix
9235,No,39,Yes,Artist,0.0,Low,1.0,Cat_1,A,M_465418
9236,No,30,Yes,Healthcare,3.0,Low,6.0,Cat_7,D,M_464411
9237,Yes,37,No,Executive,0.0,High,2.0,Cat_1,A,F_463254
9238,No,40,No,Marketing,0.0,Low,1.0,Cat_6,A,F_461456
9239,No,38,Yes,Artist,6.0,Low,4.0,Cat_2,A,M_461557
9240,Yes,52,No,Artist,1.0,Low,2.0,Cat_6,A,M_462946
9241,Yes,48,No,Engineer,1.0,Average,5.0,Cat_3,B,F_463616
9242,Yes,60,No,Engineer,1.0,Average,5.0,Cat_4,B,F_462593
9243,No,36,Yes,Engineer,9.0,Low,1.0,Cat_4,A,F_464693
9244,Yes,59,Yes,Doctor,0.0,Average,2.0,Cat_4,C,M_459618
9245,Yes,71,No,Entertainment,0.0,Average,3.0,Cat_6,A,M_466494
9246,Yes,78,No,,0.0,Low,1.0,Cat_4,D,M_462223
9247,Yes,37,Yes,Executive,1.0,Average,2.0,Cat_6,B,M_462432
9248,No,51,Yes,Artist,0.0,Low,1.0,Cat_6,A,F_464268
9249,No,22,No,Healthcare,1.0,Low,3.0,Cat_6,D,M_461305
9250,Yes,28,Yes,Artist,1.0,Average,2.0,Cat_6,B,M_462006
9251,No,22,No,Healthcare,1.0,Low,8.0,Cat_4,D,F_463917
9252,Yes,48,Yes,Homemaker,1.0,High,2.0,Cat_2,C,F_463979
9253,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D,F_465780
9254,No,31,No,Engineer,1.0,Low,8.0,Cat_4,A,F_464795
9255,Yes,37,No,Artist,1.0,Low,5.0,Cat_3,C,M_467596
9256,Yes,50,Yes,Doctor,1.0,Average,4.0,Cat_6,C,M_459250
9257,Yes,42,Yes,Doctor,,Average,4.0,Cat_6,C,M_462680
9258,No,50,Yes,Executive,1.0,Low,1.0,Cat_6,A,F_460468
9259,No,43,Yes,Artist,1.0,Low,1.0,Cat_6,D,F_466131
9260,No,20,No,Marketing,0.0,Low,4.0,Cat_6,C,M_461311
9261,No,28,Yes,Entertainment,0.0,Low,4.0,Cat_2,B,F_464067
9262,No,33,No,Healthcare,7.0,Low,6.0,Cat_6,C,F_462299
9263,No,49,Yes,Artist,0.0,Low,1.0,Cat_2,B,F_466165
9264,No,43,,Artist,6.0,Low,5.0,Cat_2,B,M_462177
9265,No,40,Yes,Healthcare,9.0,Low,1.0,Cat_4,D,F_460237
9266,No,21,No,Doctor,0.0,Low,3.0,Cat_6,C,F_459087
9267,Yes,36,No,Engineer,1.0,Low,5.0,Cat_4,A,F_464971
9268,Yes,49,No,Doctor,1.0,Average,3.0,Cat_4,A,M_460472
9269,Yes,36,Yes,Entertainment,0.0,Low,2.0,Cat_3,A,F_461145
9270,Yes,56,Yes,Artist,,Average,2.0,Cat_6,B,M_466982
9271,No,41,,,2.0,Low,1.0,Cat_3,A,F_466061
9272,No,32,Yes,Marketing,8.0,Low,1.0,Cat_6,D,F_465960
9273,Yes,48,Yes,Artist,4.0,Average,2.0,Cat_6,C,F_462561
9274,Yes,66,No,Lawyer,,High,2.0,Cat_4,D,F_465555
9275,No,43,Yes,Homemaker,,Low,1.0,Cat_4,A,F_462096
9276,Yes,69,No,Entertainment,3.0,Low,8.0,Cat_6,A,M_466015
9277,No,27,Yes,Healthcare,,Low,4.0,Cat_6,B,F_459372
9278,Yes,67,Yes,Engineer,1.0,Low,1.0,Cat_6,A,F_463196
9279,Yes,32,No,Engineer,3.0,Low,2.0,Cat_6,C,F_463598
9280,,51,No,Artist,,Average,3.0,Cat_4,B,F_464850
9281,Yes,43,No,Entertainment,,Average,3.0,Cat_6,B,M_462978
9282,Yes,36,No,Engineer,0.0,Average,2.0,Cat_6,B,M_461988
9283,Yes,43,Yes,Executive,6.0,High,3.0,Cat_6,C,M_461635
9284,Yes,36,Yes,Artist,9.0,Average,5.0,Cat_4,D,M_464687
9285,,23,No,Healthcare,3.0,Low,4.0,Cat_4,D,M_466336
9286,Yes,36,Yes,Artist,0.0,Average,2.0,Cat_7,C,M_459685
9287,No,23,No,Healthcare,4.0,Low,3.0,Cat_6,D,F_466617
9288,Yes,50,Yes,Artist,8.0,Average,2.0,Cat_6,B,F_465973
9289,No,22,No,Healthcare,1.0,Low,4.0,Cat_4,D,M_459312
9290,Yes,62,Yes,Artist,,High,3.0,Cat_6,C,F_459525
9291,Yes,35,Yes,Doctor,0.0,Average,3.0,Cat_6,C,F_467863
9292,Yes,52,Yes,Artist,0.0,Average,2.0,Cat_6,C,F_461659
9293,Yes,68,Yes,Lawyer,0.0,Average,3.0,Cat_6,C,F_466272
9294,No,46,Yes,Artist,1.0,Low,2.0,Cat_6,C,M_459292
9295,No,28,Yes,Healthcare,,Low,1.0,Cat_3,A,F_460115
9296,No,49,Yes,Entertainment,0.0,Low,1.0,Cat_2,B,M_463710
9297,Yes,37,Yes,Artist,0.0,Average,2.0,Cat_4,C,M_463856
9298,Yes,53,Yes,Artist,9.0,Average,2.0,Cat_6,B,M_467545
9299,Yes,70,No,Engineer,7.0,Low,1.0,Cat_3,B,F_466027
9300,No,43,Yes,Artist,8.0,Low,4.0,Cat_6,D,F_460409
9301,Yes,83,Yes,Executive,0.0,High,2.0,Cat_6,A,M_465342
9302,No,25,Yes,Entertainment,9.0,Low,2.0,Cat_6,A,F_460249
9303,Yes,45,Yes,Artist,0.0,Average,4.0,Cat_6,C,M_464231
9304,No,29,Yes,Engineer,1.0,Low,1.0,Cat_6,A,F_461676
9305,Yes,43,Yes,Artist,9.0,Average,2.0,,C,M_462338
9306,Yes,65,Yes,Lawyer,0.0,Low,1.0,Cat_6,A,F_467597
9307,Yes,46,Yes,Artist,0.0,High,4.0,Cat_6,B,F_459256
9308,Yes,59,Yes,Artist,8.0,Low,1.0,Cat_6,B,M_459962
9309,No,30,Yes,Healthcare,0.0,Low,2.0,Cat_6,C,F_463546
9310,Yes,29,No,Healthcare,5.0,Low,2.0,Cat_6,D,M_464197
9311,Yes,58,Yes,Artist,9.0,Low,1.0,Cat_6,B,M_465146
9312,Yes,71,No,Artist,1.0,Low,5.0,Cat_6,C,M_462412
9313,Yes,53,No,Executive,1.0,Low,5.0,Cat_6,A,M_464279
9314,,31,No,Healthcare,1.0,Low,3.0,Cat_6,C,M_465466
9315,Yes,36,Yes,Doctor,8.0,Average,4.0,Cat_3,C,M_463381
9316,No,33,No,Engineer,0.0,Low,4.0,Cat_1,D,M_464230
9317,No,32,Yes,Engineer,0.0,Low,3.0,Cat_4,B,M_465394
9318,Yes,41,Yes,Engineer,,Average,5.0,Cat_6,C,M_467600
9319,No,49,Yes,Entertainment,0.0,Low,1.0,Cat_3,D,F_461105
9320,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,B,M_464328
9321,Yes,30,Yes,Healthcare,0.0,Low,4.0,Cat_6,A,M_462797
9322,No,26,No,Healthcare,1.0,Low,4.0,Cat_3,A,M_461008
9323,Yes,41,Yes,Artist,5.0,High,3.0,Cat_5,B,F_461412
9324,No,25,No,Healthcare,4.0,Low,5.0,Cat_6,D,M_462283
9325,Yes,26,Yes,Healthcare,9.0,High,3.0,Cat_2,D,M_467683
9326,No,27,No,Doctor,0.0,Low,5.0,Cat_3,A,F_463727
9327,Yes,41,No,Executive,0.0,High,3.0,,A,M_467174
9328,Yes,80,Yes,Lawyer,0.0,Low,1.0,Cat_6,C,F_459497
9329,Yes,50,Yes,Healthcare,1.0,Low,3.0,Cat_6,D,F_464407
9330,No,28,Yes,Healthcare,,Low,3.0,Cat_2,D,F_462738
9331,Yes,66,Yes,Artist,0.0,Low,2.0,Cat_6,C,F_465116
9332,Yes,58,No,Executive,1.0,High,5.0,Cat_6,B,M_462957
9333,No,42,Yes,Doctor,0.0,Low,3.0,Cat_6,B,F_465292
9334,No,37,Yes,Artist,0.0,Low,3.0,Cat_6,B,F_464359
9335,Yes,49,Yes,Artist,0.0,Low,1.0,Cat_6,C,M_461838
9336,No,39,Yes,Entertainment,3.0,Low,2.0,Cat_1,A,M_464624
9337,No,21,No,Healthcare,,Low,5.0,Cat_6,D,F_459034
9338,Yes,69,No,Lawyer,0.0,Low,3.0,Cat_6,C,M_466705
9339,Yes,50,Yes,Artist,1.0,High,5.0,Cat_6,C,F_459849
9340,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_3,B,M_463273
9341,Yes,61,No,Entertainment,1.0,Low,2.0,Cat_6,A,M_461551
9342,Yes,52,Yes,Executive,1.0,High,4.0,Cat_1,C,M_464129
9343,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D,F_464031
9344,Yes,35,Yes,Artist,,Average,3.0,Cat_2,C,M_464287
9345,Yes,49,Yes,Artist,0.0,High,4.0,,B,F_466069
9346,No,27,Yes,Engineer,9.0,Low,7.0,Cat_3,C,F_460791
9347,No,43,Yes,Artist,1.0,Low,2.0,Cat_6,A,M_464348
9348,No,35,No,Entertainment,1.0,Low,1.0,Cat_6,B,F_460904
9349,Yes,52,No,Executive,1.0,Low,1.0,Cat_3,A,F_466484
9350,Yes,31,No,Doctor,,Average,2.0,Cat_6,D,M_467663
9351,No,43,Yes,Doctor,0.0,Low,,Cat_4,A,F_467885
9352,Yes,48,Yes,Executive,0.0,High,4.0,Cat_6,C,M_461674
9353,Yes,37,Yes,,0.0,Low,3.0,Cat_3,A,F_460601
9354,No,26,No,Artist,8.0,Low,5.0,Cat_5,A,M_464297
9355,No,49,Yes,Artist,1.0,Low,2.0,Cat_2,C,F_462322
9356,No,37,Yes,Entertainment,0.0,Low,1.0,Cat_6,A,M_459974
9357,No,30,No,Executive,13.0,Low,4.0,Cat_3,D,M_461003
9358,No,43,No,Entertainment,0.0,Low,1.0,Cat_4,D,M_464939
9359,No,42,Yes,Artist,0.0,Low,3.0,Cat_6,C,F_461905
9360,Yes,60,Yes,Artist,0.0,Average,2.0,Cat_6,C,M_466952
9361,Yes,71,No,Executive,1.0,High,,Cat_1,A,M_464741
9362,No,23,No,Healthcare,4.0,Low,7.0,Cat_3,D,F_460484
9363,Yes,81,Yes,Lawyer,9.0,Low,1.0,Cat_6,B,M_462346
9364,Yes,45,Yes,Engineer,2.0,Low,1.0,Cat_4,A,F_465441
9365,No,33,Yes,Artist,1.0,Low,2.0,Cat_6,C,M_461689
9366,No,25,No,Entertainment,8.0,Low,2.0,Cat_4,D,M_464846
9367,Yes,38,No,Executive,1.0,Average,5.0,Cat_2,B,M_462254
9368,Yes,25,Yes,Executive,8.0,High,2.0,Cat_6,A,M_462708
9369,Yes,62,Yes,Artist,1.0,High,2.0,Cat_6,B,M_467806
9370,Yes,45,Yes,Artist,1.0,Low,4.0,Cat_3,B,M_461173
9371,No,63,Yes,Artist,1.0,Low,2.0,Cat_6,B,F_465912
9372,Yes,39,Yes,Artist,0.0,High,2.0,Cat_6,A,F_461341
9373,No,25,No,Engineer,1.0,Low,1.0,Cat_6,B,F_465135
9374,No,67,Yes,Artist,0.0,Low,1.0,Cat_7,B,F_461654
9375,Yes,81,Yes,Entertainment,1.0,Low,1.0,Cat_6,D,M_459147
9376,No,31,Yes,Artist,1.0,Low,4.0,Cat_7,C,M_464611
9377,No,22,No,Healthcare,1.0,Low,4.0,Cat_6,D,M_460356
9378,Yes,73,,Lawyer,,High,2.0,Cat_1,A,F_461467
9379,No,33,No,Engineer,1.0,Low,2.0,Cat_4,B,F_461591
9380,Yes,42,No,Artist,8.0,High,5.0,Cat_6,B,F_466505
9381,Yes,70,Yes,Lawyer,,Low,1.0,Cat_3,A,M_463112
9382,Yes,25,No,Executive,4.0,High,8.0,Cat_4,D,M_464717
9383,Yes,66,Yes,Artist,,Average,2.0,Cat_6,C,M_459051
9384,Yes,41,Yes,Artist,1.0,High,2.0,Cat_6,B,F_464620
9385,Yes,40,Yes,Artist,1.0,Low,1.0,Cat_6,D,F_462333
9386,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_6,C,F_463910
9387,,36,Yes,Entertainment,8.0,Low,1.0,Cat_6,A,F_464196
9388,No,31,No,Entertainment,9.0,Low,4.0,Cat_6,C,F_459262
9389,Yes,63,Yes,Artist,0.0,Average,2.0,Cat_6,C,F_467808
9390,Yes,57,No,Executive,0.0,High,4.0,Cat_6,A,M_460992
9391,No,40,Yes,Artist,0.0,Low,1.0,Cat_6,A,F_459950
9392,Yes,39,No,Executive,,High,4.0,Cat_3,D,M_461053
9393,Yes,45,Yes,Artist,8.0,High,3.0,Cat_6,B,F_467461
9394,No,32,No,Healthcare,0.0,Low,,Cat_7,D,F_463779
9395,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6,D,M_464177
9396,No,22,No,Healthcare,0.0,Low,4.0,Cat_4,D,F_463918
9397,No,38,Yes,Artist,1.0,Low,3.0,Cat_6,A,F_464326
9398,Yes,37,Yes,Artist,9.0,Average,2.0,Cat_6,C,M_465612
9399,Yes,78,No,Lawyer,1.0,High,2.0,Cat_2,A,M_463872
9400,Yes,37,Yes,Artist,2.0,Average,2.0,Cat_6,B,F_466883
9401,Yes,43,Yes,Healthcare,5.0,Average,2.0,Cat_6,D,M_467477
9402,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D,M_461307
9403,No,43,No,Artist,0.0,Low,1.0,Cat_3,D,M_463509
9404,Yes,43,Yes,Artist,2.0,Average,2.0,Cat_6,C,M_461470
9405,Yes,71,No,Lawyer,3.0,High,2.0,Cat_6,D,M_466138
9406,Yes,38,Yes,Artist,8.0,Low,1.0,Cat_6,D,F_460034
9407,,20,No,Homemaker,13.0,Low,1.0,Cat_4,D,F_460650
9408,No,27,Yes,Healthcare,0.0,Low,,Cat_6,D,F_466738
9409,Yes,48,Yes,Executive,9.0,High,4.0,Cat_6,B,M_465088
9410,No,35,Yes,Engineer,,Low,2.0,Cat_6,D,F_467253
9411,Yes,53,Yes,Artist,1.0,Average,3.0,Cat_6,C,M_462375
9412,Yes,41,No,Engineer,0.0,Low,2.0,Cat_4,A,F_466337
9413,No,28,Yes,Marketing,0.0,Low,2.0,Cat_6,D,F_465924
9414,No,22,No,Healthcare,1.0,Low,6.0,Cat_4,D,M_465788
9415,No,27,Yes,Healthcare,,Low,3.0,Cat_6,D,M_459570
9416,Yes,43,Yes,Artist,3.0,Average,2.0,Cat_6,C,F_463934
9417,Yes,68,Yes,Lawyer,,High,2.0,Cat_6,B,M_459437
9418,Yes,28,No,Doctor,0.0,Average,2.0,Cat_6,A,M_466728
9419,Yes,48,Yes,Doctor,1.0,Average,6.0,Cat_4,B,F_461737
9420,Yes,42,Yes,Artist,14.0,Low,2.0,Cat_6,A,M_460972
9421,No,38,Yes,Healthcare,0.0,Low,4.0,Cat_6,A,F_461210
9422,No,42,Yes,Engineer,6.0,Low,3.0,Cat_6,D,F_463111
9423,No,43,Yes,Entertainment,1.0,Low,2.0,Cat_6,B,M_465513
9424,Yes,46,Yes,Artist,1.0,Average,2.0,Cat_2,C,F_461732
9425,No,43,Yes,Engineer,1.0,Low,2.0,Cat_6,B,F_459647
9426,No,28,Yes,Healthcare,1.0,Low,6.0,Cat_6,D,F_460257
9427,Yes,48,Yes,Engineer,0.0,Average,4.0,Cat_6,B,F_464437
9428,Yes,82,No,Lawyer,1.0,High,2.0,Cat_6,A,M_461544
9429,Yes,49,Yes,Artist,1.0,Low,2.0,Cat_6,C,M_462749
9430,Yes,41,Yes,Artist,0.0,Average,2.0,Cat_6,C,F_461472
9431,Yes,66,Yes,Entertainment,0.0,Average,2.0,Cat_6,B,M_467659
9432,No,22,No,Healthcare,0.0,Low,5.0,Cat_2,D,M_466859
9433,No,31,Yes,Healthcare,9.0,Low,3.0,Cat_3,D,F_460101
9434,Yes,49,Yes,Artist,3.0,High,5.0,Cat_6,C,F_461885
9435,Yes,77,No,Lawyer,1.0,High,2.0,Cat_6,A,M_460982
9436,No,41,Yes,Entertainment,0.0,Low,2.0,Cat_3,B,M_460503
9437,Yes,78,No,Entertainment,0.0,Low,1.0,Cat_6,D,M_460814
9438,No,41,Yes,Artist,7.0,Low,1.0,Cat_6,A,M_459981
9439,Yes,39,Yes,Artist,3.0,Average,2.0,Cat_6,C,F_463776
9440,Yes,50,Yes,Executive,0.0,High,3.0,Cat_6,B,M_467746
9441,Yes,35,Yes,Artist,3.0,Average,2.0,Cat_6,C,M_460151
9442,Yes,52,Yes,Doctor,1.0,Average,3.0,Cat_6,B,F_467145
9443,No,35,No,,,Low,,Cat_7,A,F_459581
9444,Yes,50,Yes,Engineer,4.0,Average,4.0,Cat_3,A,F_461101
9445,Yes,52,No,Engineer,,Low,1.0,Cat_2,D,M_464240
9446,Yes,63,No,Healthcare,0.0,Average,4.0,Cat_4,B,M_461424
9447,Yes,47,Yes,Artist,0.0,Low,3.0,Cat_6,B,F_464237
9448,Yes,41,Yes,Homemaker,,Average,4.0,Cat_2,C,F_463566
9449,No,38,No,Artist,4.0,Low,2.0,Cat_6,A,F_459995
9450,No,32,No,Doctor,2.0,Low,2.0,Cat_6,D,M_465896
9451,No,31,No,Healthcare,0.0,Low,6.0,Cat_6,D,M_463639
9452,Yes,36,No,Executive,1.0,High,3.0,Cat_6,B,M_463292
9453,Yes,67,Yes,Artist,0.0,Low,1.0,Cat_6,D,M_462484
9454,No,41,Yes,Entertainment,,Low,1.0,Cat_6,A,M_459680
9455,Yes,53,Yes,Entertainment,8.0,Average,4.0,Cat_6,C,M_465198
9456,Yes,51,Yes,Artist,0.0,Low,1.0,Cat_3,B,M_467820
9457,Yes,56,No,Executive,0.0,Low,2.0,Cat_4,A,M_465817
9458,Yes,45,Yes,Artist,,High,,Cat_6,B,F_467661
9459,Yes,72,Yes,Executive,1.0,High,4.0,Cat_6,B,M_464244
9460,Yes,42,Yes,Artist,2.0,Average,2.0,Cat_6,C,F_465717
9461,Yes,26,No,Homemaker,9.0,Average,2.0,Cat_3,A,F_460461
9462,No,29,No,Entertainment,9.0,Low,,Cat_2,A,F_465535
9463,No,37,Yes,Entertainment,1.0,Low,2.0,Cat_3,A,M_466931
9464,No,18,No,Healthcare,1.0,Low,4.0,Cat_3,D,M_461106
9465,,31,Yes,Doctor,1.0,Low,3.0,Cat_6,B,F_465860
9466,No,29,No,Marketing,1.0,Low,7.0,Cat_6,D,M_463379
9467,No,70,Yes,Lawyer,0.0,Low,1.0,Cat_6,D,F_459331
9468,No,19,No,Healthcare,1.0,Low,5.0,Cat_3,D,F_466396
9469,Yes,46,Yes,Artist,5.0,Average,2.0,Cat_3,C,M_463135
9470,Yes,53,No,Executive,1.0,High,4.0,Cat_6,A,M_463418
9471,Yes,50,Yes,Artist,0.0,Low,1.0,Cat_6,B,F_467300
9472,Yes,43,Yes,Artist,1.0,Average,3.0,Cat_4,B,F_465518
9473,No,23,No,Healthcare,0.0,Low,4.0,Cat_7,D,F_461964
9474,Yes,61,Yes,Artist,0.0,Average,2.0,Cat_4,B,F_463190
9475,Yes,27,Yes,Doctor,9.0,Average,2.0,Cat_6,A,M_461771
9476,Yes,63,Yes,,4.0,Average,3.0,Cat_6,A,F_467496
9477,Yes,83,Yes,Lawyer,1.0,Low,1.0,Cat_6,C,F_466082
9478,Yes,32,Yes,Healthcare,5.0,Low,2.0,Cat_6,D,M_461241
9479,Yes,58,Yes,Artist,1.0,Average,5.0,Cat_6,B,M_460741
9480,Yes,67,Yes,Doctor,1.0,Average,3.0,Cat_6,C,M_461752
9481,No,19,No,Healthcare,8.0,Low,5.0,Cat_3,D,F_461030
9482,Yes,88,Yes,Lawyer,0.0,High,2.0,Cat_6,A,M_459097
9483,Yes,35,Yes,Artist,7.0,Low,2.0,Cat_6,A,M_464615
9484,Yes,45,Yes,Artist,0.0,Average,4.0,Cat_6,B,M_460928
9485,Yes,35,Yes,Artist,9.0,Average,4.0,Cat_6,B,F_467682
9486,Yes,27,No,Healthcare,0.0,Low,2.0,Cat_6,D,F_463480
9487,Yes,35,Yes,Executive,4.0,High,3.0,Cat_6,B,M_462370
9488,No,20,No,Healthcare,2.0,Low,3.0,Cat_4,D,F_459148
9489,Yes,41,No,Entertainment,12.0,Average,3.0,Cat_4,A,M_462588
9490,No,33,No,Healthcare,1.0,Low,6.0,Cat_3,C,F_466102
9491,Yes,58,Yes,Artist,0.0,Low,1.0,Cat_6,C,M_464482
9492,Yes,86,No,Executive,0.0,High,2.0,Cat_6,A,M_463078
9493,Yes,61,No,Engineer,7.0,Average,5.0,Cat_4,D,M_464646
9494,No,32,Yes,Artist,0.0,Low,3.0,Cat_3,D,M_461151
9495,No,20,No,Healthcare,0.0,Low,3.0,Cat_3,D,M_466397
9496,No,32,No,Artist,0.0,Low,4.0,Cat_6,D,M_463743
9497,Yes,69,No,Artist,0.0,High,2.0,Cat_6,C,F_467753
9498,No,35,Yes,Entertainment,9.0,Low,4.0,Cat_6,C,F_465666
9499,No,72,Yes,Lawyer,1.0,Low,2.0,Cat_6,D,F_463105
9500,Yes,37,Yes,Artist,0.0,Low,1.0,Cat_6,C,F_465280
9501,No,22,No,Healthcare,0.0,Low,,Cat_4,D,M_466811
9502,No,25,No,Healthcare,0.0,Low,,Cat_6,D,F_467158
9503,No,33,Yes,Healthcare,4.0,Low,1.0,Cat_6,D,M_465578
9504,Yes,40,No,Executive,0.0,Average,4.0,Cat_4,D,M_466560
9505,Yes,55,Yes,Artist,1.0,Low,2.0,Cat_6,C,F_459897
9506,Yes,23,No,Executive,1.0,High,9.0,Cat_6,A,M_466440
9507,Yes,51,No,Doctor,1.0,High,1.0,Cat_4,D,F_464647
9508,Yes,69,No,Doctor,0.0,Average,3.0,Cat_6,B,M_460851
9509,Yes,73,No,Lawyer,0.0,High,2.0,Cat_6,C,F_467122
9510,,72,Yes,Lawyer,4.0,High,,Cat_6,D,F_460222
9511,No,20,No,Marketing,1.0,Low,3.0,Cat_3,B,F_460462
9512,No,53,Yes,Artist,1.0,Low,1.0,Cat_6,B,F_459440
9513,Yes,46,Yes,Artist,0.0,Average,4.0,Cat_1,A,F_459521
9514,Yes,53,Yes,Engineer,0.0,Low,4.0,Cat_1,B,F_465772
9515,Yes,53,No,Executive,0.0,Average,5.0,Cat_4,B,M_462218
9516,Yes,50,No,Executive,0.0,High,4.0,Cat_6,B,M_467673
9517,Yes,66,Yes,Artist,1.0,Average,3.0,Cat_6,C,F_461295
9518,Yes,86,Yes,Lawyer,1.0,Low,2.0,Cat_6,B,F_466035
9519,No,27,Yes,Doctor,8.0,Low,1.0,Cat_6,A,F_459830
9520,No,42,Yes,Artist,8.0,Low,1.0,Cat_6,C,F_462080
9521,No,33,No,Marketing,11.0,Low,9.0,Cat_6,D,M_459330
9522,Yes,82,No,Executive,1.0,High,2.0,Cat_6,B,M_467058
9523,Yes,26,No,Entertainment,8.0,Low,2.0,Cat_4,D,M_461122
9524,Yes,38,Yes,Engineer,0.0,Average,4.0,Cat_4,B,M_464886
9525,No,32,Yes,Artist,6.0,Low,7.0,Cat_4,A,F_463697
9526,No,20,No,Healthcare,1.0,Low,5.0,Cat_3,D,M_460592
9527,No,27,No,Entertainment,0.0,Low,3.0,Cat_2,D,M_465995
9528,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D,M_461293
9529,Yes,80,Yes,Lawyer,0.0,High,3.0,Cat_6,B,M_467020
9530,Yes,32,Yes,Artist,,High,3.0,Cat_3,A,F_461153
9531,Yes,77,Yes,Lawyer,0.0,Low,1.0,Cat_6,D,M_467175
9532,No,22,No,Healthcare,1.0,Low,2.0,Cat_4,D,M_465154
9533,Yes,32,Yes,Healthcare,0.0,Low,2.0,Cat_6,A,F_466666
9534,Yes,47,Yes,Executive,9.0,Low,,Cat_6,B,M_467583
9535,Yes,49,Yes,Entertainment,1.0,Average,2.0,Cat_6,A,M_462859
9536,Yes,55,Yes,Executive,0.0,High,9.0,Cat_6,A,M_467483
9537,No,28,Yes,Entertainment,1.0,Low,2.0,Cat_3,D,M_466950
9538,Yes,59,Yes,Artist,,Low,,Cat_6,B,M_463417
9539,Yes,42,No,Doctor,1.0,Low,1.0,Cat_6,A,F_466884
9540,No,37,Yes,Artist,8.0,Low,,Cat_6,B,F_464564
9541,No,20,No,Healthcare,1.0,Low,3.0,Cat_7,D,F_463203
9542,Yes,43,Yes,Marketing,0.0,High,6.0,Cat_4,D,M_464716
9543,Yes,73,Yes,Doctor,0.0,Low,1.0,Cat_4,B,F_466162
9544,No,46,No,Engineer,1.0,Low,3.0,Cat_3,D,F_462383
9545,Yes,28,No,Doctor,0.0,Average,2.0,Cat_6,D,M_462970
9546,Yes,35,Yes,Entertainment,9.0,Average,2.0,Cat_2,A,F_463988
9547,Yes,48,Yes,Artist,3.0,High,3.0,Cat_4,B,F_466500
9548,No,32,Yes,Artist,0.0,Low,3.0,Cat_4,D,F_460826
9549,Yes,66,Yes,Executive,0.0,Average,2.0,Cat_6,C,M_466714
9550,Yes,47,Yes,Artist,8.0,High,2.0,Cat_6,C,F_467876
9551,Yes,28,Yes,Healthcare,1.0,Low,2.0,Cat_6,C,M_465204
9552,Yes,35,Yes,Artist,3.0,Average,2.0,Cat_6,C,F_461851
9553,Yes,75,Yes,Lawyer,1.0,High,2.0,Cat_6,B,F_460823
9554,Yes,48,Yes,Executive,1.0,High,3.0,Cat_6,B,M_459328
9555,No,41,Yes,Entertainment,1.0,Low,4.0,Cat_6,A,M_466541
9556,No,25,No,Doctor,1.0,Low,3.0,Cat_6,D,F_461817
9557,Yes,52,No,Doctor,0.0,Average,3.0,Cat_4,B,F_459187
9558,Yes,58,Yes,Doctor,0.0,Average,2.0,Cat_6,C,M_464352
9559,No,26,No,Healthcare,,Low,1.0,Cat_6,D,F_462752
9560,No,49,Yes,Artist,0.0,Low,3.0,Cat_2,B,F_459814
9561,No,28,Yes,Marketing,9.0,Low,5.0,Cat_7,D,M_460309
9562,No,53,Yes,Artist,0.0,Low,1.0,Cat_6,B,M_467169
9563,No,27,Yes,Doctor,0.0,Low,4.0,Cat_6,D,F_461362
9564,No,33,Yes,Entertainment,0.0,Low,4.0,Cat_4,A,F_462942
9565,Yes,89,Yes,Lawyer,0.0,High,2.0,Cat_6,C,F_463088
9566,No,40,Yes,Artist,1.0,Low,1.0,Cat_5,B,F_463924
9567,Yes,47,No,Executive,,High,4.0,Cat_4,B,M_462105
9568,No,27,No,Healthcare,10.0,Low,5.0,Cat_6,D,M_462794
9569,Yes,37,Yes,Executive,1.0,Low,6.0,Cat_6,D,M_462399
9570,Yes,56,No,Lawyer,0.0,High,3.0,Cat_3,A,M_465593
9571,Yes,48,Yes,Executive,2.0,High,5.0,Cat_6,C,M_465437
9572,No,32,Yes,Engineer,0.0,Low,1.0,Cat_6,A,F_465457
9573,Yes,39,Yes,Doctor,1.0,Average,3.0,Cat_6,A,M_463167
9574,Yes,39,Yes,Artist,,Average,4.0,Cat_3,B,M_463176
9575,No,39,Yes,Artist,9.0,Low,1.0,Cat_6,C,F_462141
9576,Yes,60,No,Artist,1.0,High,4.0,Cat_3,B,M_460760
9577,No,33,Yes,Engineer,9.0,Low,2.0,Cat_6,A,F_461938
9578,Yes,50,No,Artist,0.0,Average,4.0,Cat_4,C,F_465041
9579,Yes,58,Yes,Entertainment,,Low,2.0,Cat_6,A,M_462896
9580,No,20,No,Entertainment,1.0,Low,4.0,Cat_6,C,F_467226
9581,No,29,Yes,Healthcare,,Low,4.0,Cat_6,C,M_467228
9582,No,37,No,Engineer,0.0,Low,1.0,Cat_6,D,F_459800
9583,Yes,25,Yes,Doctor,1.0,Low,2.0,Cat_6,C,M_466175
9584,Yes,37,Yes,Entertainment,11.0,Low,6.0,Cat_6,D,M_460212
9585,Yes,68,Yes,Engineer,0.0,Low,1.0,Cat_6,D,M_466912
